pass,total cost
1487,28.1902
1488,28.1895
1489,28.1888
1490,28.188
1491,28.1873
1492,28.1866
1493,28.1859
1494,28.1852
1495,28.1845
1496,28.1838
1497,28.1831
1498,28.1824
1499,28.1817
1500,28.181
1501,28.1803
1502,28.1796
1503,28.1789
1504,28.1782
1505,28.1775
1506,28.1769
1507,28.1762
1508,28.1755
1509,28.1748
1510,28.1741
1511,28.1734
1512,28.1727
1513,28.172
1514,28.1713
1515,28.1706
1516,28.17
1517,28.1693
1518,28.1686
1519,28.1679
1520,28.1672
1521,28.1665
1522,28.1659
1523,28.1652
1524,28.1645
1525,28.1638
1526,28.1631
1527,28.1624
1528,28.1618
1529,28.1611
1530,28.1604
1531,28.1597
1532,28.1591
1533,28.1584
1534,28.1577
1535,28.157
1536,28.1564
1537,28.1557
1538,28.155
1539,28.1544
1540,28.1537
1541,28.153
1542,28.1524
1543,28.1517
1544,28.151
1545,28.1504
1546,28.1497
1547,28.149
1548,28.1484
1549,28.1477
1550,28.147
1551,28.1464
1552,28.1457
1553,28.1451
1554,28.1444
1555,28.1437
1556,28.1431
1557,28.1424
1558,28.1418
1559,28.1411
1560,28.1405
1561,28.1398
1562,28.1391
1563,28.1385
1564,28.1378
1565,28.1372
1566,28.1365
1567,28.1359
1568,28.1352
1569,28.1346
1570,28.1339
1571,28.1333
1572,28.1326
1573,28.132
1574,28.1313
1575,28.1307
1576,28.1301
1577,28.1294
1578,28.1288
1579,28.1281
1580,28.1275
1581,28.1268
1582,28.1262
1583,28.1256
1584,28.1249
1585,28.1243
1586,28.1236
1587,28.123
1588,28.1224
1589,28.1217
1590,28.1211
1591,28.1205
1592,28.1198
1593,28.1192
1594,28.1186
1595,28.1179
1596,28.1173
1597,28.1167
1598,28.116
1599,28.1154
1600,28.1148
1601,28.1142
1602,28.1135
1603,28.1129
1604,28.1123
1605,28.1116
1606,28.111
1607,28.1104
1608,28.1098
1609,28.1091
1610,28.1085
1611,28.1079
1612,28.1073
1613,28.1067
1614,28.106
1615,28.1054
1616,28.1048
1617,28.1042
1618,28.1036
1619,28.1029
1620,28.1023
1621,28.1017
1622,28.1011
1623,28.1005
1624,28.0999
1625,28.0993
1626,28.0986
1627,28.098
1628,28.0974
1629,28.0968
1630,28.0962
1631,28.0956
1632,28.095
1633,28.0944
1634,28.0938
1635,28.0931
1636,28.0925
1637,28.0919
1638,28.0913
1639,28.0907
1640,28.0901
1641,28.0895
1642,28.0889
1643,28.0883
1644,28.0877
1645,28.0871
1646,28.0865
1647,28.0859
1648,28.0853
1649,28.0847
1650,28.0841
1651,28.0835
1652,28.0829
1653,28.0823
1654,28.0817
1655,28.0811
1656,28.0805
1657,28.0799
1658,28.0793
1659,28.0787
1660,28.0781
1661,28.0776
1662,28.077
1663,28.0764
1664,28.0758
1665,28.0752
1666,28.0746
1667,28.074
1668,28.0734
1669,28.0728
1670,28.0723
1671,28.0717
1672,28.0711
1673,28.0705
1674,28.0699
1675,28.0693
1676,28.0687
1677,28.0682
1678,28.0676
1679,28.067
1680,28.0664
1681,28.0658
1682,28.0652
1683,28.0647
1684,28.0641
1685,28.0635
1686,28.0629
1687,28.0624
1688,28.0618
1689,28.0612
1690,28.0606
1691,28.06
1692,28.0595
1693,28.0589
1694,28.0583
1695,28.0577
1696,28.0572
1697,28.0566
1698,28.056
1699,28.0555
1700,28.0549
1701,28.0543
1702,28.0537
1703,28.0532
1704,28.0526
1705,28.052
1706,28.0515
1707,28.0509
1708,28.0503
1709,28.0498
1710,28.0492
1711,28.0486
1712,28.0481
1713,28.0475
1714,28.047
1715,28.0464
1716,28.0458
1717,28.0453
1718,28.0447
1719,28.0441
1720,28.0436
1721,28.043
1722,28.0425
1723,28.0419
1724,28.0413
1725,28.0408
1726,28.0402
1727,28.0397
1728,28.0391
1729,28.0386
1730,28.038
1731,28.0375
1732,28.0369
1733,28.0363
1734,28.0358
1735,28.0352
1736,28.0347
1737,28.0341
1738,28.0336
1739,28.033
1740,28.0325
1741,28.0319
1742,28.0314
1743,28.0308
1744,28.0303
1745,28.0297
1746,28.0292
1747,28.0287
1748,28.0281
1749,28.0276
1750,28.027
1751,28.0265
1752,28.0259
1753,28.0254
1754,28.0248
1755,28.0243
1756,28.0238
1757,28.0232
1758,28.0227
1759,28.0221
1760,28.0216
1761,28.0211
1762,28.0205
1763,28.02
1764,28.0194
1765,28.0189
1766,28.0184
1767,28.0178
1768,28.0173
1769,28.0168
1770,28.0162
1771,28.0157
1772,28.0151
1773,28.0146
1774,28.0141
1775,28.0135
1776,28.013
1777,28.0125
1778,28.012
1779,28.0114
1780,28.0109
1781,28.0104
1782,28.0098
1783,28.0093
1784,28.0088
1785,28.0082
1786,28.0077
1787,28.0072
1788,28.0067
1789,28.0061
1790,28.0056
1791,28.0051
1792,28.0046
1793,28.004
1794,28.0035
1795,28.003
1796,28.0025
1797,28.0019
1798,28.0014
1799,28.0009
1800,28.0004
1801,27.9999
1802,27.9993
1803,27.9988
1804,27.9983
1805,27.9978
1806,27.9973
1807,27.9967
1808,27.9962
1809,27.9957
1810,27.9952
1811,27.9947
1812,27.9942
1813,27.9936
1814,27.9931
1815,27.9926
1816,27.9921
1817,27.9916
1818,27.9911
1819,27.9906
1820,27.99
1821,27.9895
1822,27.989
1823,27.9885
1824,27.988
1825,27.9875
1826,27.987
1827,27.9865
1828,27.986
1829,27.9855
1830,27.9849
1831,27.9844
1832,27.9839
1833,27.9834
1834,27.9829
1835,27.9824
1836,27.9819
1837,27.9814
1838,27.9809
1839,27.9804
1840,27.9799
1841,27.9794
1842,27.9789
1843,27.9784
1844,27.9779
1845,27.9774
1846,27.9769
1847,27.9764
1848,27.9759
1849,27.9754
1850,27.9749
1851,27.9744
1852,27.9739
1853,27.9734
1854,27.9729
1855,27.9724
1856,27.9719
1857,27.9714
1858,27.9709
1859,27.9704
1860,27.9699
1861,27.9694
1862,27.9689
1863,27.9684
1864,27.9679
1865,27.9674
1866,27.967
1867,27.9665
1868,27.966
1869,27.9655
1870,27.965
1871,27.9645
1872,27.964
1873,27.9635
1874,27.963
1875,27.9625
1876,27.9621
1877,27.9616
1878,27.9611
1879,27.9606
1880,27.9601
1881,27.9596
1882,27.9591
1883,27.9586
1884,27.9582
1885,27.9577
1886,27.9572
1887,27.9567
1888,27.9562
1889,27.9557
1890,27.9553
1891,27.9548
1892,27.9543
1893,27.9538
1894,27.9533
1895,27.9528
1896,27.9524
1897,27.9519
1898,27.9514
